book,chapter,names
5,20,Hunch
5,20,Old Hunch Arbat
5,20,Arbat
5,20,Breed
5,20,Sandalath Drukorlat
5,20,Drukorlat
5,20,Withal
5,20,List
5,20,Bugg
5,20,Chains
5,20,Best
5,20,Calm
5,21,Rhulad Sengar
5,21,Dessimbelackis
5,21,Ezgara
5,21,Ezgara Diskanar
5,21,Diskanar
5,21,Brys Beddict
5,21,Kuru Qan
5,21,Beddict
5,21,Best
5,21,Ramp
5,21,Dresh
5,21,Unnutal
5,21,Unnutal Hebaz
5,21,Hebaz
5,21,Fourteen
5,21,Shurq Elalle
5,21,Gerun
5,21,Gerun Eberict
5,21,Eberict
5,21,Bodyguard
5,21,Clam
5,21,Tehol Beddict
5,21,Bugg
5,21,Death
5,21,Sorry
5,21,Kettle
5,21,Ben Adaephon Delat
5,21,Shand
5,21,Hejun
5,21,Rissarh
5,21,Errant
5,21,Brizad
5,21,Consort
5,21,Moroch
5,21,Moroch Nevath
5,21,Nevath
5,21,Champion
5,21,Ormly
5,21,Rucket
5,21,Maybe
5,21,Gran
5,21,Selush
5,21,Ublala
5,21,Quillas
5,21,Janall
5,21,Wither
5,21,Toblakai
5,21,Nifadas
5,21,Nisall
5,21,Leath
5,22,Betrayer
5,22,Seren Pedac
5,22,Corlo
5,22,Maybe
5,22,Yedan Derryg
5,22,Tennes
5,22,Hood
5,22,Death
5,22,Iron Bars
5,22,Bars
5,22,Buruk the Pale
5,22,Cough
5,22,Malle
5,22,Arlidas
5,22,Arlidas Tullid
5,22,Tullid
5,22,Urger
5,22,Errant
5,22,Trull Sengar
5,22,Tomad
5,22,Canarth
5,22,Ahlrada
5,22,Ahlrada Ahn
5,22,Scabandari Bloodeye
5,22,Silchas Ruin
5,22,Uruth Sengar
5,22,Grub
5,22,Laseen
5,22,Mayen
5,22,Mother
5,22,Rhulad Sengar
5,22,Moss
5,22,Hull Beddict
5,22,Beddict
5,22,Udinaas
5,22,Dresh
5,22,Binadas Sengar
5,22,Feather
5,22,Feather Witch
5,22,Huldo
5,22,Tehol Beddict
5,22,Hannan Mosag
5,22,Strong
5,22,Ramp
5,22,Sorry
5,23,Death
5,23,Tomad
5,23,Tomad Sengar
5,23,Binadas Sengar
5,23,Trull Sengar
5,23,Rhulad Sengar
5,23,Hannan Mosag
5,23,Udinaas
5,23,Hull Beddict
5,23,Mayen
5,23,Uruth Sengar
5,23,Beddict
5,23,Mother
5,23,Fingers
5,23,Brother
5,23,Seren Pedac
5,23,Unnutal
5,23,Unnutal Hebaz
5,23,Hebaz
5,23,Iron Bars
5,23,Bars
5,23,Fisher
5,23,Aven
5,23,Ezgara
5,23,Ezgara Diskanar
5,23,Diskanar
5,23,Brys Beddict
5,23,Tehol Beddict
5,23,Gerun
5,23,Gerun Eberict
5,23,Eberict
5,23,Moroch
5,23,Moroch Nevath
5,23,Nevath
5,23,Errant
5,23,Nifadas
5,23,Brizad
5,23,Consort
5,23,Kuru Qan
5,23,Best
5,23,Leath
5,23,Seren Pedacity
5,23,Yedan Derryg
5,23,Sandalath Drukorlat
5,23,Withal
5,23,Drukorlat
5,23,Crippled God
5,23,Nisall
5,23,Burnt
5,23,Corlo
5,23,Held
5,23,Sorry
5,23,Selush
5,23,Shurq Elalle
5,23,Kettle
5,23,Lean
5,24,Udinaas
5,24,Rhulad Sengar
5,24,Trull Sengar
5,24,Little
5,24,Hannan Mosag
5,24,Feather
5,24,Feather Witch
5,24,Errant
5,24,Ramp
5,24,Tomad
5,24,Binadas Sengar
5,24,Mayen
5,24,Uruth Sengar
5,24,Bethra
5,24,Twist
5,24,Ahlrada
5,24,Ahlrada Ahn
5,24,Faint
5,24,Unnutal
5,24,Unnutal Hebaz
5,24,Hebaz
5,24,Limbs
5,24,Hull Beddict
5,24,Beddict
5,24,Ezgara
5,24,Ezgara Diskanar
5,24,Diskanar
5,24,Canarth
5,24,Betrayer
5,24,Canar
5,24,Theradas
5,24,Midik
5,24,Midik Buhn
5,24,Choram
5,24,Choram Irard
5,24,Kholb
5,24,Kholb Harat
5,24,Matra
5,24,Matra Brith
5,24,Buhn
5,24,Irard
5,24,Harat
5,24,Brith
5,24,Theradas Buhn
5,24,Grief
5,24,Tomad Sengar
5,24,Brother
5,25,Errant
5,25,Tehol Beddict
5,25,Shurq Elalle
5,25,Beddict
5,25,Selush
5,25,Brys Beddict
5,25,Ublala
5,25,Harlest
5,25,Gerun
5,25,Gerun Eberict
5,25,Eberict
5,25,Nisall
5,25,Ezgara
5,25,Ezgara Diskanar
5,25,Diskanar
5,25,Triban Gnol
5,25,Moroch
5,25,Moroch Nevath
5,25,Brizad
5,25,Nevath
5,25,Nifadas
5,25,Champion
5,25,Unnutal
5,25,Unnutal Hebaz
5,25,Hebaz
5,25,Kuru Qan
5,25,Bugg
5,25,Duiker
5,25,Famous
5,25,Shand
5,25,Iron Bars
5,25,Corlo
5,25,Bars
5,25,Hejun
5,25,Rissarh
5,25,Trull Sengar
5,25,Rhulad Sengar
5,25,Hannan Mosag
5,25,Udinaas
5,25,Uruth Sengar
5,25,Hull Beddict
5,25,Mayen
5,25,Best
5,25,Bell
5,25,Quillas
5,25,Mottle
5,25,Favo
5,25,Blank
5,25,Kettle
5,25,Limbs
5,25,Halfpeck
5,25,Hood
5,25,Ursto
5,25,Ursto Hoobutt
5,25,Pinosel
5,25,Hoobutt
5,26,Shurq Elalle
5,26,Gerun
5,26,Gerun Eberict
5,26,Tehol Beddict
5,26,Eberict
5,26,Beddict
5,26,Brys Beddict
5,26,Kettle
5,26,Ublala
5,26,Harlest
5,26,Trull Sengar
5,26,Uruth Sengar
5,26,Udinaas
5,26,Rhulad Sengar
5,26,Hannan Mosag
5,26,Mayen
5,26,Binadas Sengar
5,26,Theradas
5,26,Midik
5,26,Midik Buhn
5,26,Buhn
5,26,Brother
5,26,Lost
5,26,Iron Bars
5,26,Bars
5,26,Tugg
5,26,Hood
5,26,Toblakai
5,26,Maybe
5,26,Bugg
5,26,Crillo
5,26,Errant
5,26,Ben Adaephon Delat
5,26,Chalas
5,26,Hull Beddict
5,26,Buruk the Pale
5,26,Brizad
5,26,Crippled God
5,26,Corlo
5,26,Orothos
5,26,Fourteen
5,26,Theradas Buhn
5,26,Mottle
5,26,Champion
5,26,Consort
5,26,Triban Gnol
5,26,Moroch
5,26,Moroch Nevath
5,26,Nevath
5,26,Kuru Qan
5,26,Hands
5,26,Swirl
5,26,Wither
5,26,Cough
5,26,Silchas Ruin
5,26,Skinner
5,26,Ezgara
5,26,Ezgara Diskanar
5,26,Diskanar
5,26,Quillas
5,26,Nisall
5,26,Nifadas
5,26,Twist
5,26,Yedan Derryg
5,26,Chal
5,26,Aparal Forge
5,26,Scabandari Bloodeye
5,26,Best
5,26,Death
5,26,Mother
5,26,Feather
5,26,Feather Witch
5,26,Tomad
5,26,Choram
5,26,Choram Irard
5,26,Kholb
5,26,Kholb Harat
5,26,Matra
5,26,Matra Brith
5,26,Irard
5,26,Harat
5,26,Brith
5,26,Janall
5,26,Sheltatha Lore
5,26,Graves
5,26,Seren Pedac
5,26,List
5,26,Belie
5,26,Shand
5,26,Hejun
5,26,Rissarh
5,27,Withal
5,27,Rhulad Sengar
5,27,Sandalath Drukorlat
5,27,Crippled God
5,27,Lean
5,27,Bugg
5,3,Mistress
5,3,Seren Pedac
5,3,Buruk the Pale
5,3,Maybe
5,3,Moss
5,3,Crust
5,3,Hull Beddict
5,3,Beddict
5,3,Sentinel
5,3,Hannan Mosag
5,3,Diskanar
5,3,Ezgara
5,3,Ezgara Diskanar
5,3,Nifadas
5,3,Quillas
5,3,Quillas Diskanar
5,3,Triban Gnol
5,3,Janall
5,3,Tehol Beddict
5,3,Bugg
5,3,Grave
5,3,Errant
5,3,Hands
5,3,Lane
5,3,Huldo
5,3,Brys Beddict
5,3,Biri
5,3,Chalas
5,3,Burl
5,3,Urul
5,3,Shand
5,3,Shan
5,3,List
5,3,Hejun
5,3,Rissarh
5,3,Champion
5,3,Brother
5,3,Kuru Qan
5,3,Unnutal
5,3,Unnutal Hebaz
5,3,Hebaz
5,3,Prince
5,3,Moroch
5,3,Moroch Nevath
5,3,Nevath
5,3,Consort
5,3,Brizad
5,3,Gerun
5,3,Gerun Eberict
5,3,Eberict
5,3,Bodyguard
5,3,Alar
5,3,Rhulad Sengar
5,3,Mist
5,3,Betrayer
5,3,White 
5,3,Silchas Ruin
5,3,Shard
5,3,Binadas Sengar
5,4,Menandore
5,4,Hannan Mosag
5,4,Trull Sengar
5,4,Sheltatha Lore
5,4,Udinaas
5,4,Nose
5,4,Burnt
5,4,Uruth Sengar
5,4,Feather
5,4,Feather Witch
5,4,Freedom
5,4,Errant
5,4,Diligence
5,4,Tomad
5,4,Tomad Sengar
5,4,Rhulad Sengar
5,4,Mayen
5,4,Coll
5,4,Theradas
5,4,Midik
5,4,Mother
5,4,Binadas Sengar
5,4,Stone
5,4,Bowl
5,4,Limbs
5,4,Grief
5,4,Dawn
5,4,Fingers
5,4,Dreams
5,4,Silchas Ruin
5,4,White 
5,4,Betrayer
5,4,Scabandari Bloodeye
5,4,Carr
5,4,Blessed
5,4,Sandalath Drukorlat
5,4, Dark
5,4,Brother
5,4,Trench
5,4,Flea
5,4,Kilmandaros
5,5,Binadas Sengar
5,5,Buruk the Pale
5,5,Seren Pedac
5,5,Hull Beddict
5,5,Beddict
5,5,Gran
5,5,Hannan Mosag
5,5,Fast
5,5,Diskanar
5,5,Kuru Qan
5,5,Triban Gnol
5,5,Flail
5,5,Brys Beddict
5,5,Gerun
5,5,Gerun Eberict
5,5,Eberict
5,5,Voice
5,5,Ublala
5,5,Ublala Pung
5,5,Pung
5,5,Lender
5,5,Errant
5,5,Inchers
5,5,Hulbat
5,5,Crow
5,5,Stream
5,5,Tehol Beddict
5,5,Shand
5,5,Maybe
5,5,Bugg
5,5,Ezgara
5,5,Ezgara Diskanar
5,5,Brid
5,5,Purse
5,5,Blind
5,5,Nifadas
5,5,Champion
5,5,Turble
5,5,Turb
5,5,Burnt
5,5,Shurq Elalle
5,5,Ella
5,5,Temple
5,5,List
5,5,Rissarh
5,5,Hejun
5,5,Nisall
5,5,Consort
5,5,Brizad
5,5,Unnutal
5,5,Unnutal Hebaz
5,5,Hebaz
5,5,Moroch
5,5,Moroch Nevath
5,5,Nevath
5,5,Sorry
5,5,Calm
5,5,Kettle
5,5,Buri
5,5,Malle
5,6,Udinaas
5,6,Wither
5,6,Hannan Mosag
5,6,Malle
5,6,Sandalath Drukorlat
5,6,Scabandari Bloodeye
5,6,Binadas Sengar
5,6,Seren Pedac
5,6,Buruk the Pale
5,6,Hull Beddict
5,6,Beddict
5,6,Shrouded
5,6,Hood
5,6,Death
5,6,Trull Sengar
5,6,Broad
5,6,Rhulad Sengar
5,6,Sentinel
5,6,Mayen
5,6,Sukul Ankhadu
5,6,Ezgara
5,6,Ezgara Diskanar
5,6,Diskanar
5,6,Uruth Sengar
5,6,Feather
5,6,Feather Witch
5,6,Blossom
5,6,Errant
5,6,Tiny
5,6,Best
5,6,Silchas Ruin
5,6,Anomander Rake
5,6,Lean
5,6,Sheltatha Lore
5,6,Tomad
5,6,Tomad Sengar
5,6,Mother
5,6,Hunt
5,6,Theradas
5,6,Midik
5,6,Midik Buhn
5,6,Buhn
5,6,Theradas Buhn
5,6,Menandore
5,6,Mistress
5,7,Errant
5,7,Taran
5,7,Hull Beddict
5,7,Kuru Qan
5,7,Brys Beddict
5,7,Beddict
5,7,Ormly
5,7,List
5,7,Bugg
5,7,Fiddler
5,7,Grum
5,7,Maybe
5,7,Champion
5,7,Best
5,7,Gran
5,7,Quillas
5,7,Triban Gnol
5,7,Consort
5,7,Brizad
5,7,Janall
5,7,Nifadas
5,7,Hannan Mosag
5,7,Curdle
5,7,Tehol Beddict
5,7,Gerun
5,7,Gerun Eberict
5,7,Eberict
5,7,Fren
5,7,Shurq Elalle
5,7,Selush
5,7,Trench
5,7,Kettle
5,7,Lane
5,7,Heel
5,7,Buri
5,7,Urusan
5,7,Ben Adaephon Delat
5,7,Yedan Derryg
5,7,Betrayer
5,7,Sorry
5,7,Shand
5,7,Ublala
5,7,Rissarh
5,7,Hejun
5,7,Padderunt
5,7,Calm
5,7,Tight
5,7,Ezgara
5,7,Ezgara Diskanar
5,7,Diskanar
5,7,Prince
5,7,Moroch
5,7,Moroch Nevath
5,7,Nevath
5,7,Truth
5,8,Seren Pedac
5,8,Hannan Mosag
5,8,Hull Beddict
5,8,Beddict
5,8,Buruk the Pale
5,8,Mayen
5,8,Feather
5,8,Feather Witch
5,8,Uruth Sengar
5,8,Udinaas
5,8,Silchas Ruin
5,8,White 
5,8,Maybe
5,8,Errant
5,8,Binadas Sengar
5,8,Wither
5,8,Death
5,8,Menandore
5,8,Dawn
5,8,Sukul Ankhadu
5,8,Sheltatha Lore
5,8,Scabandari Bloodeye
5,8,Spite
5,8,Osseric
5,8,Anomander Rake
5,8,Mother
5,8,Sandalath Drukorlat
5,8,Envy
5,8,Draconus
5,8,Freedom
5,8,Tomad
5,8,Sentinel
5,8,Ezgara
5,8,Ezgara Diskanar
5,8,Diskanar
5,8,Calm
5,8,Hulad
5,8,Maker
5,8,Sechul Lath
5,8,Crone
5,8,Voice
5,8,Aparal Forge
5,8,Consort
5,8,Knight
5,8,Drin
5,8,List
5,8,Yedan Derryg
5,8,Mistress
5,8,Saviour
5,8,Betrayer
5,9,Theradas
5,9,Theradas Buhn
5,9,Buhn
5,9,Trull Sengar
5,9,Hare
5,9,Rhulad Sengar
5,9,Midik
5,9,Midik Buhn
5,9,Binadas Sengar
5,9,Treach
5,9,Sheltatha Lore
5,9,Coll
5,9,Voti
5,9,Tiny
5,9,Yedan Derryg
5,9,Hannan Mosag
5,9,Mayen
5,9,Faint
5,9,Ben Adaephon Delat
5,9,Carr
5,9,Tomad
5,9,Tomad Sengar
5,9,Death
5,9,Favo
5,9,Dawn
5,9,Bell
5,9,Brother
5,9,Pond
6,1,Worm of Autumn
6,1,Sha'ik
6,1,D'rek
6,1,Autumn
6,1,Hellian
6,1,Worm
6,1,Gran
6,1,Temple
6,1,Ammanas
6,1,Cotillion
6,1,Laseen
6,1,Tayschrenn
6,1,T'riss
6,1,Dreams
6,1,Poliel
6,1,Beru
6,1,Hood
6,1,Dessembrae
6,1,Togg
6,1,Banaschar
6,1,Rott
6,1,Anger
6,1,Charl
6,1,Squint
6,1,List
6,1,Maybe
6,1,Dejim
6,1,Dejim Nebrahl
6,1,Nebrahl
6,1,Dessimbelackis
6,1,Shattered
6,1,Death
6,1,Spite
6,1,Yedan Derryg
6,1,Taralack
6,1,Taralack Veed
6,1,Veed
6,1,Karas
6,1,Barathol Mekhar
6,1,Mekhar
6,1,Jhelim
6,1,Filiad
6,1,Kulat
6,1,Tight
6,1,Truth
6,1,Mistress
6,1,Fisher
6,1,Fisher kel Tath
6,10,Lost
6,10,Prince
6,10,Taralack
6,10,Taralack Veed
6,10,Icarium
6,10,Veed
6,10,Coll
6,10,Heboric Light Touch
6,10,Heboric Light Touch Heboric Light Touch
6,10,Hands
6,10,Death
6,10,Treach
6,10,Scillara
6,10,Felisin Paran
6,10,Crokus Younghand
6,10,Polielfrog
6,10,Truth
6,10,Mappo
6,10,Fiddler
6,10,Iskaral Pust
6,10,Ammanas
6,10,Tiger
6,10,Ryllandaras
6,10,Summer
6,10,Dessimbelackis
6,10,Samar Dev
6,10,Karsa Orlong
6,10,Bait
6,10,Ben Adaephon Delat
6,10,Stub
6,10,Dejim
6,10,Dejim Nebrahl
6,10,Nebrahl
6,10,Mogora
6,10,Stone
6,10,Chal
6,10,Sheltatha Lore
6,10,Mappo Runt
6,10,Runt
6,10,Whiskeyjack
6,10,Lostara
6,10,Lostara Yil
6,10,Cotillion
6,10,Gran
6,10,T'riss
6,10,Dreams
6,10,Temple
6,10,Pearl
6,10,Tavore Paran
6,10,Ganoes Stabro Paran
6,10,Laseen
6,10,Fourteen
6,10,Ardata
6,11,Fisher
6,11,Fisher kel Tath
6,11,Tath
6,11,Stormy
6,11,Kalam Mekhar
6,11,Ben Adaephon Delat
6,11,Leoman
6,11,Fourteen
6,11,Apsalar
6,11,Telorast
6,11,Curdle
6,11,Mekhar
6,11,Ammanas
6,11,Hood
6,11,Death
6,11,Cotillion
6,11,Maybe
6,11,Pannion Seer
6,11,Dujek Onearm
6,11,Caladan Brood
6,11,List
6,11,Hedge
6,11,Tavore Paran
6,11,Ganoes Stabro Paran
6,11,Hellian
6,11,Touchy
6,11,Brethless
6,11,Touch
6,11,Balgrid
6,11,Tavos
6,11,Tavos Pond
6,11,Pond
6,11,Lutes
6,11,D'rek
6,11,Gesler
6,11,Shortnose
6,11,Flashwit
6,11,Uru Hela
6,11,Mayfly
6,11,Hela
6,11,Keneb
6,11,Truth
6,11,Fiddler
6,11,Cuttle
6,11,Bottle
6,11,Smiles
6,11,Koryk
6,11,Tarr
6,11,Mallet
6,11,Aparal Forge
6,11,Crokus Younghand
6,11,Younghand
6,11,Faradan
6,11,Faradan Sort
6,11,Ganath
6,11,Coll
6,11,Karpolan
6,11,Karpolan Demesand
6,11,Demesand
6,11,Nisstar
6,11,Artara
6,11,Brid
6,11,Laseen
6,11,Treach
6,11,Hands
6,11,Twist
6,11,Tugg
6,11,Stebar
6,11,Thyrss
6,11,Ephras
6,11,Yorad
6,11,Darpareth
6,11,Darpareth Vayd
6,11,Vayd
6,11,Turban Orr
6,11,Sedara
6,11,Sedara Orr
6,11,Anomander Rake
6,12,Heboric Light Touch
6,12,Scillara
6,12,Felisin Paran
6,12,Felisin Paran Younger
6,12,Crokus Younghand
6,12,Polielfrog
6,12,Icarium
6,12,Boar
6,12,Treach
6,12,Maybe
6,12,Sha'ik
6,12,Bidithal
6,12,Crippled God
6,12,Chained
6,12,Iskaral Pust
6,12,Mappo
6,12,Mappo Runt
6,12,Runt
6,12,Twist
6,12,Mogora
6,12,Gran
6,12,Best
6,12,Ammanas
6,12,Aparal Forge
6,12,Ganoes Stabro Paran
6,12,Hedge
6,12,Hood
6,12,Leoman
6,12,Toblakai
6,12,Ganath
6,12,Dessimbelackis
6,12,Karpolan
6,12,Karpolan Demesand
6,12,Demesand
6,12,Branch
6,12,Darpareth
6,12,Darpareth Vayd
6,12,Vayd
6,12,Anomander Rake
6,12,Dejim
6,12,Dejim Nebrahl
6,12,Nebrahl
6,12,Mist
6,12,Rott
6,12,Bala
6,12,Carr
6,12,Breed
6,12,Broad
6,12,Voice
6,12,Baudin
6,12,Kulp
6,12,Felisin Paran Ganoes Stabro Paran
6,12,L'oric
6,13,Prophet
6,13,Whiskeyjack
6,13,Samar Dev
6,13,Jarak
6,13,Karsa Orlong
6,13,Carr
6,13,Boatfinder
6,13,Taralack
6,13,Taralack Veed
6,13,Veed
6,13,Icarium
6,13,Mappo
6,13,Mappo Runt
6,13,Runt
6,13,Barathol Mekhar
6,13,Mekhar
6,13,Kulat
6,13,Jhelim
6,13,Filiad
6,13,Nulliss
6,13,Hood
6,13,Boil
6,13,List
6,13,Storuk
6,13,Fenar
6,13,Hayrith
6,13,Stuk
6,13,Maybe
6,13,Treach
6,13,L'oric
6,13,T'riss
6,13,Dreams
6,13,Sha'ik
6,13,Bara
6,13,Chaur
6,13,Urdan
6,13,Blessed
6,13,Coll
6,13,Scillara
6,13,Heboric Light Touch
6,13,Heboric Light Touch Heboric Light Touch
6,13,Hands
6,13,Crippled God
6,13,Karas
6,13,Felisin Paran
6,13,Felisin Paran Younger
6,13,Poliel
6,13,Chained
6,13,Rott
6,13,Iskaral Pust
6,13,Brill
6,13,Ammanas
6,13,Cotillion
6,13,Dejim
6,13,Dejim Nebrahl
6,13,Nebrahl
6,13,Lost
6,13,Gran
6,13,Mogora
6,14,Fisher
6,14,Tath
6,14,Karpolan
6,14,Karpolan Demesand
6,14,Demesand
6,14,Ganath
6,14,Ganoes Stabro Paran
6,14,Dejim
6,14,Dejim Nebrahl
6,14,Nebrahl
6,14,Malle
6,14,Hood
6,14,Tavore Paran
6,14,Lorn
6,14,Coll
6,14,Poliel
6,14,Dujek Onearm
6,14,Fourteen
6,14,Futhgar
6,14,Keth
6,14,Brid
6,14,Pannion Seer
6,14,Caladan Brood
6,14,Hurlochel
6,14,Hurl
6,14,Maybe
6,14,Gran
6,14,Poliel 
6,14,Outrider
6,14,Sweetcreek
6,14,Kindly
6,14,Lostara
6,14,Lostara Yil
6,14,Faradan
6,14,Faradan Sort
6,14,Tene Baralta
6,14,Sha'ik
6,14,Sinn
6,14,Ben Adaephon Delat
6,14,Keneb
6,14,Kalam Mekhar
6,14,Mekhar
6,14,Hedge
6,14,Pearl
6,14,Fiddler
6,14,Leoman
6,14,Laseen
6,14,Apsalar
6,14,Crokus Younghand
6,14,Salk
6,14,Topper
6,14,Elan
6,14,Balm
6,14,Hellian
6,14,Moak
6,14,Urb
6,14,Borduke
6,14,Mosel
6,14,Sobelone
6,14,Tugg
6,14,Corabb Bhilan Thenu'alas
6,14,Corabb Bhilan Thenu'alas Thenu'alas
6,14,Thenu'alas
6,14,Dunsparrow
6,14,T'riss
6,14,Dreams
6,14,Whiskeyjack
6,14,Calm
6,14,List
6,14,Dessembrae
6,14,Ammanas
6,14,Curdle
6,14,Telorast
6,14,Bottle
6,14,Scorch
6,14,Koryk
6,14,Deadsmell
6,14,Smiles
6,14,Lutes
6,14,Tarr
6,14,Cuttle
6,14,Touchy
6,14,Brethless
6,14,Touch
6,14,Flea
6,14,Worm
6,14,Tiny
6,14,Gesler
6,14,Stormy
6,14,Truth
6,14,Masan
6,14,Masan Gilani
6,14,Gilani
6,14,Scant
6,14,Saltlick
6,14,Hanno
6,14,Garath
6,14,Death
6,14,Kanar
6,14,Humbrall Taur
6,14,Talo Krafar
6,14,Grasp
6,14,Burnt
6,14,Mayfly
6,14,Galt
6,14,Twist
6,14,Limbs
6,14,Toblakai
6,14,Pores
6,14,Sorry
6,14,Nether
6,14,Blistig
6,14,Temul
6,14,T'amber
6,14,Warleader Gall
6,14,Imrahl
6,14,Ruthan Gudd
6,14,Rada
6,14,Minala
6,14,Broad
6,14,Bult
6,14,Lull
6,14,Chenned
6,14,Duiker
6,14,Coltaine
6,14,Cotillion
6,15,Kimloc
6,15,Barathol Mekhar
6,15,Chaur
6,15,Mekhar
6,15,Scillara
6,15,L'oric
6,15,Nulliss
6,15,Filiad
6,15,Urdan
6,15,Hayrith
6,15,Ammanas
6,15,Jessa
6,15,Crokus Younghand
6,15,Hood
6,15,Felisin Paran
6,15,Felisin Paran Younger
6,15,Heboric Light Touch
6,15,Sha'ik
6,15,Wolves
6,15,Polielfrog
6,15,Bara
6,15,Maybe
6,15,Korbolo Dom
6,15,Laseen
6,15,Bidithal
6,15,Treach
6,15,Mother
6,15,Caladan Brood
6,15,Sorrow
6,15,List
6,15,Moby
6,15,Apsalar
6,15,Cotillion
6,15,Heboric Light Touch Heboric Light Touch
6,15,Hands
6,15,T'riss
6,15,Dreams
6,15,Leoman
6,15,Flails
6,15,Corabb Bhilan Thenu'alas
6,15,Dunsparrow
6,15,Pond
6,15,Tavore Paran
6,15,Ganoes Stabro Paran
6,15,Voice
6,15,Kalam Mekhar
6,15,Enezgura
6,15,Beru
6,15,Blind
6,15,Fast
6,15,Samar Dev
6,15,Karsa Orlong
6,15,Boatfinder
6,15,Toblakai
6,15,Death
6,15,Whiskeyjack
6,15,Jarak
6,15,Mappo
6,15,Mappo Runt
6,15,Runt
6,15,Trynigarr
6,15,Iskaral Pust
6,15,Mogora
6,15,Icarium
6,15,Ben Adaephon Delat
6,15,Ardata
6,15,Spite
6,15,Dejim
6,15,Dejim Nebrahl
6,15,Nebrahl
6,15,Carr
6,15,Kulat
6,15,Chains
6,16,Bell
6,16,Fisher
6,16,Laseen
6,16,Noto
6,16,Noto Boil
6,16,Boil
6,16,Ganoes Stabro Paran
6,16,Kindly
6,16,Sweetcreek
6,16,Dujek Onearm
6,16,Hood
6,16,Rythe
6,16,Rythe Bude
6,16,Bude
6,16,Ammanas
6,16,Cotillion
6,16,Twist
6,16,Poliel
6,16,Hurlochel
6,16,Crokus Younghand
6,16,Poliel 
6,16,Gran
6,16,Soliel
6,16,Healing
6,16,Sorry
6,16,Hurl
6,16,Adaephon
6,16,Ben Adaephon Ben Adaephon Delat
6,16,Torahaval
6,16,Torahaval Ben Adaephon Delat
6,16,Ben Adaephon Delat
6,16,Bridthok
6,16,Sribin
6,16,Sha'ik
6,16,Crippled God
6,16,Bottle
6,16,Fiddler
6,16,Kalam Mekhar
6,16,Mother
6,16,Yedan Derryg
6,16,Apsalar
6,16,Malle
6,16,Mebra
6,16,Telorast
6,16,Curdle
6,16,Tiny
6,16,List
6,16,Brid
6,16,Brokeface
6,16,Temple
6,16,Belie
6,16,Karas
6,16,Chained
6,16,thok
6,16,Dunsparrow
6,16,Blind
6,16,Futhgar
6,16,Lost
6,16,Shan
6,16,Rood
6,16,Baran
6,16,Bara
6,16,Gear
6,16,Disease
6,16,Tavore Paran
6,16,Faradan
6,16,Faradan Sort
6,16,Fourteen
6,16,Sinn
6,16,Sheltatha Lore
6,16,Naval
6,17,Fourteen
6,17,Keneb
6,17,Tene Baralta
6,17,Tavore Paran
6,17,Nether
6,17,Bent
6,17,Ganoes Stabro Paran
6,17,Roach
6,17,Dujek Onearm
6,17,Pearl
6,17,Admiral Nok
6,17,Blistig
6,17,Laseen
6,17,Gran
6,17,Aval
6,17,Grub
6,17,Pores
6,17,Hood
6,17,Bird
6,17,Hanfeno
6,17,Senny
6,17,Kindly
6,17,Rada
6,17,Ruthan Gudd
6,17,Least
6,17,Thikburd
6,17,Ammanas
6,17,Dessembrae
6,17,Heboric Light Touch
6,17,Heboric Light Touch Heboric Light Touch
6,17,Hands
6,17,Barathol Mekhar
6,17,Mekhar
6,17,Crokus Younghand
6,17,Scillara
6,17,Jessa
6,17,Chaur
6,17,Kalam Mekhar
6,17,Jade
6,17,Treach
6,17,Polielfrog
6,17,Murillio
6,17,Coll
6,17,Mercy
6,17,Felisin Paran
6,17,Felisin Paran Younger
6,17,Maybe
6,17,Ganath
6,17,Cynnigig
6,17,Phyrlis
6,17,Malle
6,17,Mappo
6,17,Mappo Runt
6,17,Iskaral Pust
6,17,Runt
6,17,Spite
6,17,Icarium
6,17,Ditch
6,17,List
6,17,Ormulogun
6,17,Gumble
6,17,Caladan Brood
6,17,Anomander Rake
6,17,Tayschrenn
6,17,Brid
6,17,Hurlochel
6,17,Rythe
6,17,Rythe Bude
6,17,Bude
6,17,Naval
6,17,Boatfinder
6,17,Stonefinder
6,17,Karsa Orlong
6,17,Samar Dev
6,17,Toblakai
6,17,Taxilian
6,17,Ben Adaephon Delat
6,17,Karas
6,17,Hanradi
6,17,Hanradi Khalag
6,17,Khalag
6,17,Chains
6,17,Temul
6,17,Crow
6,17,Coltaine
6,17,Bult
6,17,T'amber
6,17,Poliel
6,17,Poliel 
6,17,Faradan
6,17,Faradan Sort
6,17,Lostara
6,17,Lostara Yil
6,17,Fiddler
6,17,Gesler
6,17,Stormy
6,17,Sinn
6,17,Feather
6,17,Lull
6,17,Mincer
6,17,Sormo E'nath
6,17,Baria
6,17,Mesker Setral
6,17,Sha'ik
6,17,Kulp
6,17,Duiker
6,17,Pormqual
6,18,Freedom
6,18,Fren
6,18,Haran
6,18,Coop
6,18,Banaschar
6,18,D'rek
6,18,Little
6,18,Worm
6,18,Worm of Autumn
6,18,Autumn
6,18,Coltaine
6,18,Sha'ik
6,18,Tavore Paran
6,18,Ganoes Stabro Paran
6,18,Leoman
6,18,Flails
6,18,Pormqual
6,18,Bult
6,18,Mincer
6,18,Lull
6,18,Duiker
6,18,Laseen
6,18,Bugg
6,18,Ammanas
6,18,Tayschrenn
6,18,Maybe
6,18,Temper
